,Hymn Number,Hymn Title,Hymn Text
783,479, Glory be to Jesus," Glory be to Jesus,
who in bitter pains
poured for me the lifeblood
from his sacred veins! Grace and life eternal
in that blood I find,
blest be his compassion
infinitely kind! Blest through endless ages
be the precious stream
which from sin and sorrow
doth the world redeem! Oft as earth exulting
wafts its praise on high,
angel hosts, rejoicing,
make their glad reply. Lift ye then your voices;
swell the mighty flood;
louder still and louder
praise the precious blood."
784,479,,
785,480, When Jesus left his Father's throne," When Jesus left his Father's throne,
he chose an humble birth;
like us, unhonored and unknown,
he came to dwell on earth.
Like him may we be found below
in wisdom's paths of peace;
like him in grace and knowledge grow
as years and strength increase. Sweet were his words and kind his look,
when mothers round him pressed;
their infants in his arms he took,
and on his bosom blessed.
Safe from the world's alluring harms,
beneath his watchful eye,
thus in the circle of his arms
may we for ever lie. When Jesus into Zion rode,
the children sang around;
for joy they plucked the palms and strowed
their garments on the ground.
Hosanna our glad voices raise,
hosanna to our King!
Should we forget our Savior's praise,
the stones themselves would sing."
786,480,,
787,481," Rejoice, the Lord is King!",
788,482," Lord of all hopefulness, Lord of all joy",
789,483, The head that once was crowned with thorns," The head that once was crowned with thorns
is crowned with glory now;
A royal diadem adorns
the mighty victor’s brow. The highest place that heaven affords
is his, is his by right,
the King of kings and Lord of lords,
and heaven’s eternal Light; the joy of all who dwell above,
the joy of all below,
to whom he manifests his love
and grants his Name to know. To them the cross with all its shame,
with all its grace is given;
their name, an everlasting name;
their joy the joy of heaven. They suffer with their Lord below,
they reign with him above,
their profit and their joy to know
the mystery of his love. The cross he bore is life and health,
though shame and death to him:
his people's hope, his people's wealth,
their everlasting theme."
790,483,,
791,484, Praise the Lord through every nation," Praise the Lord through every nation;
his holy arm hath wrought salvation;
exalt him on his Father's throne.
Praise your King, ye Christian legions,
who now prepares in heavenly regions
unfailing mansions for his own:
with voice and minstrelsy
extol his majesty:
Alleluia!
His praise shall sound all nature round,
and hymns on every tongue abound. Jesus, Lord, our Captain glorious,
o'er sin, and death, and hell victorious,
wisdom and might to thee belong:
we confess, proclaim, adore thee;
we bow the knee, we fall before thee;
thy love henceforth shall be our song.
The cross meanwhile we bear,
the crown ere-long to wear:
Alleluia!
Thy reign extend world without end;
let praise from all to thee ascend."
792,484,,
793,485, Praise the Lord through every nation," Praise the Lord through every nation;
his holy arm hath wrought salvation;
exalt him on his Father's throne.
Praise your King, ye Christian legions,
who now prepares in heavenly regions
unfailing mansions for his own:
with voice and minstrelsy
extol his majesty:
Alleluia!
His praise shall sound all nature round,
and hymns on every tongue abound. Jesus, Lord, our Captain glorious,
o'er sin, and death, and hell victorious,
wisdom and might to thee belong:
we confess, proclaim, adore thee;
we bow the knee, we fall before thee;
thy love henceforth shall be our song.
The cross meanwhile we bear,
the crown ere-long to wear:
Alleluia!
Thy reign extend world without end;
let praise from all to thee ascend."
794,485,,
795,486, Hosanna to the living Lord," Hosanna to the living Lord!
Hosanna to the incarnate Word!
To Christ, Creator, Savior, King,
let earth, let heaven, hosanna sing!efrain:
Hosanna, Lord! Hosanna in the highest! Hosanna, Lord! thine angels cry;
Hosanna, Lord! thy saints reply;
above, beneath us, and around,
both dead and living swell the sound: [Refrain] O Savior, with protecting care
abide in this thy house of prayer,
where we assembled in thy Name,
in faith, thy parting promise claim. [Refrain] But, chiefest, in our cleansed breast,
Eternal! bid thy Spirit rest;
and make our secret soul to be
a temple pure and worthy thee. [Refrain] So in the last and dreadful day,
when earth and heaven shall melt away,
thy flock, redeemed from sinful stain,
shall swell the sound of praise again. [Refrain]"
796,486,,
797,487," Come, my Way, my Truth, my Life",". Come, my Way, my Truth, my Life:
such a way as gives us breath;
such a truth as ends all strife;
such a life as killeth death.. Come, my Light, my Feast, my Strength:
such a light as shows a feast;
such a feast as mends in length;
such a strength as makes his guest.. Come, my Joy, my Love, my Heart:
such a joy as none can move;
such a love as none can part;
such a heart as joys in love."
798,487,,
799,488," Be thou my vision, O Lord of my heart"," Be thou my vision, O Lord of my heart;
all else be nought to me, save that thou art—
thou my best thought, by day or by night,
waking or sleeping, thy presence my light. Be thou my wisdom, and thou my true word;
I ever with thee and thou with me, Lord;
thou my great Father; thine own may I be;
thou in me dwelling, and I one with thee. High King of heaven, when victory is won,
may I reach heaven's joys, bright heaven's Sun!
Heart of my heart, whatever befall,
still be my vision, O Ruler of all."
800,488,,
801,489, The great Creator of the worlds,
802,490, I want to walk as a child of the light," I want to walk as a child of the light.
I want to follow Jesus.
God set the stars to give light to the world.
The star of my life is Jesus.efrain:
In him there is no darkness at all.
The night and the day are both alike.
The Lamb is the light of the city of God.
Shine in my heart, Lord Jesus. I want to see the brightness of God.
I want to look at Jesus.
Clear sun of righteousness, shine on my path,
and show me the way to the Father. [Refrain] I'm looking for the coming of Christ.
I want to be with Jesus.
When we have run with patience the race,
we shall know the joy of Jesus. [Refrain]"
803,490,,
804,491, Where is this stupendous stranger?," Where is this stupendous stranger?
Prophets, shepherds, kings, advise.
Lead me to my Master's manger,
show me where my Savior lies. O Most Mighty! O Most Holy!
Far beyond the seraph's thought:
art thou then so weak and lowly
as unheeded prophets taught? O the magnitude of meekness!
Worth from worth immortal sprung;
O the strength of infant weakness,
if eternal is so young! God all-bounteous, all-creative,
whom no ills from good dissuade,
is incarnate, and a native
of the very world he made."
805,491,,
806,492," Sing, ye faithful, sing with gladness"," Sing, ye faithful, sing with gladness,
wake your noblest, sweetest strain,
with the praises of your Savior
let his house resound again;
him let all your music honor,
and your songs exalt his reign. Sing how he come forth from heaven,
bowed himself to Bethlehem's cave,
stooped to wear the servant's vesture,
bore the pain, the cross, the grave,
passed within the gates of darkness,
thence his banished ones to save. So, he tasted death for mortals,
he, of humankind the head,
sinless one, among the sinful,
Prince of life, among the dead;
thus he wrought the full redemption,
and the captor captive led. Now on high, yet ever with us,
from his Father's throne the Son
rules and guides the world he ransomed,
till the appointed work be done,
till he see, renewed and perfect,
all things gathered into one."
807,492,,
808,493, O for a thousand tongues to sing," O for a thousand tongues to sing
my dear Redeemer's praise,
the glories of my God and King,
the triumphs of his grace! My gracious Master and my God,
assist me to proclaim
and spread through all the earth abroad
the honors of thy Name. Jesus! the Name that charms our fears
and bids our sorrows cease;
'tis music in the sinner's ears,
'tis life and health and peace. He speaks; and, listening to his voice,
new life the dead receive,
the mournful broken hearts rejoice,
the humble poor believe. Hear him, ye deaf; ye voiceless ones,
your loosened tongues employ;
ye blind, behold, your Savior comes;
and leap, ye lame, for joy! Glory to God and praise and love
be now and ever given
by saints below and saints above,
the Church in earth and heaven."
809,493,,
810,494, Crown him with many crowns," Crown him with many crowns,
the Lamb upon his throne;
Hark! how the heavenly anthem drowns
all music but its own;
awake, my soul, and sing
of him who died for thee,
and hail him as thy matchless King
through all eternity. Crown him the Son of God
before the worlds began,
and ye, who tread where he hath trod,
crown him the Son of man;
who every grief hath known
that wrings the human breast,
and takes and bears them for his own,
that all in him may rest. Crown him the Lord of life,
who triumphed over the grave,
and rose victorious in the strife
for those he came to save;
his glories now we sing
who died, and rose on high,
who died, eternal life to bring,
and lives that death may die. Crown him of lords the Lord,
who over all doth reign,
who once on earth, the incarnate Word,
for ransomed sinners slain,
now lives in realms of light,
where saints with angels sing
their songs before him day and night,
their God, Redeemer, King. Crown him the Lord of heaven,
enthroned in worlds above;
crown him the King,to whom is given,
the wondrous name of Love.
Crown him with many crowns,
as thrones before him fall,
crown him, ye kings, with many crowns,
for he is King of all."
811,494,,
812,495," Hail, thou once despised Jesus"," Hail, thou once despised Jesus!
Hail, thou Galilean King!
Thou didst suffer to release us;
thou didst free salvation bring.
Hail, thou universal Savior,
bearer of our sin and shame!
By thy merit we find favor:
life is given through thy Name. Paschal Lamb, by God appointed,
all our sins on thee were laid:
by almighty love anointed,
thou hast full atonement made.
All thy people are forgiven
through the virtue of thy blood:
opened is the gate of heaven,
reconciled are we with God. Jesus, hail! enthroned in glory,
there for ever to abide;
all the heavenly hosts adore thee,
seated at thy Father's side.
There for sinners thou art pleading:
there thou dost our place prepare;
ever for us interceding,
till in glory we appear. Worship, honor, power, and blessing
thou art worthy to receive;
highest praises, without ceasing,
right it is for us to give.
Help, ye bright angelic spirits,
all your noblest anthems raise;
help to sing our Savior's merits,
help to chant Emmanuel's praise!"
813,495,,
814,496, How bright appears the Morning Star," How bright appears the Morning Star,
with mercy beaming from afar;
the host of heaven rejoices;
O righteous Branch, O Jesse's Rod!
Thou Son of Man and Son of God!
We, too, will lift our voices:
Jesus, Jesus!
Holy, holy,
yet most lowly,
draw thou near us;
great Emmanuel, come and hear us. Though circled by the hosts on high,
he deigned to cast a pitying eye
upon his helpless creature;
the whole creation's Head and Lord,
by highest seraphim adored,
assumed our very nature;
Jesus, grant us,
through thy merit,
to inherit
thy salvation;
hear, O hear our supplication. Rejoice, ye heavens; thou earth, reply;
with praise, ye sinners, fill the sky,
for this his Incarnation.
Incarnate God, put forth thy power,
ride on, ride on, great Conqueror,
till all know thy salvation.
Amen, amen!
Alleluia,
alleluia!
Praise be given
evermore, by earth and heaven."
815,496,,
816,497, How bright appears the Morning Star," How bright appears the Morning Star,
with mercy beaming from afar;
the host of heaven rejoices;
O righteous Branch, O Jesse's Rod!
Thou Son of Man and Son of God!
We, too, will lift our voices:
Jesus, Jesus!
Holy, holy,
yet most lowly,
draw thou near us;
great Emmanuel, come and hear us. Though circled by the hosts on high,
he deigned to cast a pitying eye
upon his helpless creature;
the whole creation's Head and Lord,
by highest seraphim adored,
assumed our very nature;
Jesus, grant us,
through thy merit,
to inherit
thy salvation;
hear, O hear our supplication. Rejoice, ye heavens; thou earth, reply;
with praise, ye sinners, fill the sky,
for this his Incarnation.
Incarnate God, put forth thy power,
ride on, ride on, great Conqueror,
till all know thy salvation.
Amen, amen!
Alleluia,
alleluia!
Praise be given
evermore, by earth and heaven."
817,497,,
818,498, Beneath the cross of Jesus," Beneath the cross of Jesus
I fain would take my stand,
the shadow of a mighty rock
within a weary land,
a home within a wilderness,
a rest upon the way,
from the burning of the noontide heat
and the burden of the day. Upon the cross of Jesus
mine eyes at times can see
the very dying form of one
who suffered there for me;
and from my smitten heart with tears
two wonders I confess:
the wonders of redeeming love
and my unworthiness. I take, O cross, thy shadow
for my abiding place;
I ask no other sunshine than
the sunshine of his face;
content to let my pride go by,
to know no gain nor loss,
my sinful self my only shame,
my glory all the cross."
819,498,,
820,499," Lord God, you now have set your servant free",
821,500," Creator Spirit, by whose aid"," Creator Spirit, by whose aid
the world's foundations first were laid,
come, visit every humble mind;
come, pour thy joys on humankind;
from sin and sorrow set us free,
and make thy temples worthy thee. O Source of uncreated light,
the Father's promised Paraclete,
thrice holy Fount, thrice holy Fire,
our hearts with heavenly love inspire;
come, and thy sacred unction bring
to sanctify us while we sing. Plenteous of grace, come from on high,
rich in thy sevenfold energy;
make us eternal truth receive,
and practice all that we believe;
give us thyself, that we may see
the Father and the Son by thee."
822,500,,
823,501," O Holy Spirit, by whose breath",
824,502," O Holy Spirit, by whose breath",
825,503," Come Holy Ghost, our souls inspire"," Come, Holy Ghost, our souls inspire,
and lighten with celestial fire. Thou the anointing Spirit art,
who dost thy sevenfold gifts impart. Thy blessed unction from above
is comfort, life, and fire of love. Enable with perpetual light
the dullness of our blinded sight. Anoint and cheer our soiled face
with the abundance of thy grace. Keep far from foes, give peace at home:
where thou art guide, no ill can come. Teach us to know the Father, Son,
and thee, of both, to be but One, that through the ages all along,
this may be our endless song: praise to thy eternal merit,
Father, Son, and Holy Spirit."
826,503,,
827,504," Come Holy Ghost, our souls inspire"," Come, Holy Ghost, our souls inspire,
and lighten with celestial fire. Thou the anointing Spirit art,
who dost thy sevenfold gifts impart. Thy blessed unction from above
is comfort, life, and fire of love. Enable with perpetual light
the dullness of our blinded sight. Anoint and cheer our soiled face
with the abundance of thy grace. Keep far from foes, give peace at home:
where thou art guide, no ill can come. Teach us to know the Father, Son,
and thee, of both, to be but One, that through the ages all along,
this may be our endless song: praise to thy eternal merit,
Father, Son, and Holy Spirit."
828,504,,
829,505," O Spirit of Life, O Spirit of God",
830,506, Praise the Spirit in creation,
831,507, Praise the Spirit in creation,
832,508," Breathe on me, Breath of God"," Breathe on me, Breath of God,
fill me with life anew,
that I may love what thou dost love,
and do what thou wouldst do. Breathe on me, Breath of God,
until my heart is pure,
until with thee I will one will,
to do or to endure. Breathe on me, Breath of God,
till I am wholly thine,
till all this earthly part of me
glows with thy fire divine. Breathe on me, Breath of God,
so shall I never die;
but live with thee the perfect life
of thine eternity."
833,508,,
834,509," Spirit divine, attend our prayers"," Spirit divine, attend our prayers,
and make this house thy home;
descend with all thy gracious powers,
O come, great Spirit, come! Come as the light; to us reveal
our emptiness and woe,
and lead us in those paths of life
whereon the righteous go. Come as the fire, and purge our hearts
like sacrificial flame;
let our whole soul an offering be
to our Redeemer's Name. Come as the dove, and spread thy wings,
the wings of peaceful love;
and let thy Church on earth become
blest as the Church above. Spirit divine, attend our prayers;
make a lost world thy home;
descend with all thy gracious powers;
O come, great Spirit, come!"
835,509,,
836,510," Come, Holy Spirit, heavenly Dove"," Come, Holy Spirit, heavenly Dove,
with all thy quickening powers;
kindle a flame of sacred love
in these cold hearts of ours. See how we trifle here below,
fond of these earthly toys:
our souls, how heavily they go,
to reach eternal joys. In vain we tune our formal songs,
in vain we strive to rise:
hosannas languish on our tongues,
and our devotion dies. Come, Holy Spirit, heavenly Dove,
with all thy quickening powers;
come, shed abroad a Savior's love,
and that shall kindle ours."
837,510,,
838,511," Holy Spirit, ever living"," Holy Spirit, ever living
as the Church's very life;
Holy Spirit, ever striving
through her in a ceaseless strife;
Holy Spirit, ever forming
in the Church the mind of Christ;
thee we praise with endless worship
for thy fruits and gifts unpriced. Holy Spirit, ever working
through the Church's ministry;
quickening, strengthening and absolving,
setting captive sinners free;
Holy Spirit, ever binding
age to age, and soul to soul,
in a fellowship unending
thee we worship and extol."
839,511,,
840,512," Come, gracious Spirit, heavenly Dove"," Come, gracious Spirit, heavenly Dove,
with light and comfort from above;
be thou our guardian, thou our guide
o'er every thought and step preside. The light of truth to us display,
and make us know and choose thy way;
plant holy fear in every heart,
that we from thee may ne'er depart. Lead us to Christ, the living way,
nor let us from his precepts stray;
lead us to holiness, the road
that we must take to dwell with God. Lead us to heaven, that we may share
fullness of joy for ever there;
lead us to God, our final rest,
to be with him for ever blest."
841,512,,
842,513, Like the murmur of the dove's song," Like the murmur of the dove's song,
like the challenge of her flight,
like the vigor of the wind's rush,
like the new flame's eager might:
come, Holy Spirit, come. To the members of Christ's Body,
to the branches of the Vine,
to the Church in faith assembled,
to her midst as gift and sign:
come, Holy Spirit, come. With the healing of division,
with the ceaseless voice of prayer,
with the power to love and witness,
with the peace beyond compare:
come, Holy Spirit, come."
843,513,,
844,514," To thee, O Comforter divine"," To thee, O Comforter divine,
for all thy grace and power benign,
sing we alleluia! alleluia! To thee, whose faithful love had place
in God's great covenant of grace,
sing we alleluia! alleluia! To thee, whose faithful power doth heal,
enlighten, sanctify, and seal,
sing we alleluia! alleluia! To thee, by Jesus Christ sent down,
of all his gifts the sum and crown,
sing we alleluia! alleluia!"
845,514,,
846,515," Holy Ghost, dispel our sadness"," Holy Ghost, dispel our sadness;
pierce the clouds of nature's night;
come, thou source of joy and gladness,
breathe thy life, and spread thy light.
From the height which knows no measure,
as a gracious shower descend,
bringing down the richest treasure
we can wish, or God can send. Author of the new creation,
come with unction and with power.
Make our hearts thy habitation;
with thy grace our spirits shower.
Hear, oh, hear our supplication,
blessed Spirit, God of peace!
Rest upon this congregation,
with the fullness of thy grace."
847,515,,
848,516," Come down, O Love divine"," Come down, O Love divine,
seek thou this soul of mine,
and visit it with thine own ardor glowing;
O Comforter, draw near,
within my heart appear,
and kindle it, thy holy flame bestowing. O let it freely burn,
till earthly passions turn
to dust and ashes in its heat consuming;
and let thy glorious light
shine ever on my sight,
and clothe me round, the while my path illuming. And so the yearning strong,
with which the soul will long,
shall far outpass the power of human telling;
for none can guess its grace,
till Love create a place
wherein the Holy Spirit makes a dwelling."
849,516,,
850,517, How lovely is thy dwelling place,
851,518, Christ is made the sure foundation," Christ is made the sure foundation,
Christ the head and cornerstone,
chosen of the Lord, and precious,
binding all the Church in one;
holy Zion's help for ever,
and her confidence alone. All that dedicated city,
dearly loved of God on high,
in exultant jubilation
pours perpetual melody;
God the One in Three adoring
in glad hymns eternally. To this temple, where we call thee,
come, O Lord of Hosts, today;
with thy wonted lovingkindness
hear thy servants as they pray,
and thy fullest benediction
shed within its walls alway. Here vouchsafe to all thy servants
what they ask of thee to gain;
what they gain from thee, for ever
with the blessèd to retain,
and hereafter in thy glory
evermore with thee to reign."
852,518,,
853,519," Blessed city, heavenly Salem"," Blessed city, heavenly Salem,
vision dear of peace and love,
who of living stones art builded
in the height of heaven above,
and, with angel hosts encircled,
as a bride dost earthward move; from celestial realms descending,
bridal glory round thee shed,
meet for him whose love espoused thee,
to thy Lord shalt thou be led;
all thy streets and all thy bulwarks
of pure gold are fashioned. Bright thy gates of pearl are shining;
they are open evermore;
and by virtue of his merits
thither faithful souls do soar,
who, for Christ's dear Name, in this world
pain and tribulation bore. Many a blow and biting sculpture
polished well those stones elect,
in their places now compacted
by the heavenly Architect,
who therewith hath willed for ever
that his palace should be decked. Laud and honour to the Father,
laud and honour to the Son,
laud and honour to the Spirit,
ever Three, and ever One,
consubstantial, co-eternal,
while unending ages run."
854,519,,
855,520," Blessed city, heavenly Salem"," Blessed city, heavenly Salem,
vision dear of peace and love,
who of living stones art builded
in the height of heaven above,
and, with angel hosts encircled,
as a bride dost earthward move; from celestial realms descending,
bridal glory round thee shed,
meet for him whose love espoused thee,
to thy Lord shalt thou be led;
all thy streets and all thy bulwarks
of pure gold are fashioned. Bright thy gates of pearl are shining;
they are open evermore;
and by virtue of his merits
thither faithful souls do soar,
who, for Christ's dear Name, in this world
pain and tribulation bore. Many a blow and biting sculpture
polished well those stones elect,
in their places now compacted
by the heavenly Architect,
who therewith hath willed for ever
that his palace should be decked. Laud and honour to the Father,
laud and honour to the Son,
laud and honour to the Spirit,
ever Three, and ever One,
consubstantial, co-eternal,
while unending ages run."
856,520,,
857,521," Put forth, O God, thy Spirit's might"," Put forth, O God, thy Spirit's might
and bid thy Church increase,
in breadth and length, in depth and height,
her unity and peace. Let works of darkness disappear
before thy conquering light;
let hatred and tormenting fear
pass with the passing night. Let what apostles learned of thee
be ours from age to age;
their steadfast faith our unity,
their peace our heritage. O Judge divine of human strife!
O Vanquisher of pain!
To know thee is eternal life,
to serve thee is to reign."
858,521,,
859,522, Glorious things of thee are spoken," Glorious things of thee are spoken,
Zion, city of our God;
he whose word cannot be broken
formed thee for his own abode;
on the Rock of Ages founded,
what can shake thy sure repose?
With salvation's walls surrounded,
thou may'st smile at all thy foes. See! the streams of living waters,
springing from eternal love,
well supply thy sons and daughters
and all fear of want remove.
Who can faint, when such a river
ever will their thirst assuage?
Grace which, like the Lord, the giver,
never fails from age to age. Round each habitation hovering,
see the cloud and fire appear
for a glory and a covering,
showing that the Lord is near.
Thus deriving from their banner,
light by night, and shade by day,
safe they feed upon the manna
which he gives them when they pray. Blest inhabitants of Zion,
washed in the Redeemer's blood!
Jesus, whom their souls rely on,
makes them kings and priests to God.
'Tis his love his people raises
over self to reign as kings:
and as priests, his solemn praises
each for a thank-offering brings."
860,522,,
861,523, Glorious things of thee are spoken," Glorious things of thee are spoken,
Zion, city of our God;
he whose word cannot be broken
formed thee for his own abode;
on the Rock of Ages founded,
what can shake thy sure repose?
With salvation's walls surrounded,
thou may'st smile at all thy foes. See! the streams of living waters,
springing from eternal love,
well supply thy sons and daughters
and all fear of want remove.
Who can faint, when such a river
ever will their thirst assuage?
Grace which, like the Lord, the giver,
never fails from age to age. Round each habitation hovering,
see the cloud and fire appear
for a glory and a covering,
showing that the Lord is near.
Thus deriving from their banner,
light by night, and shade by day,
safe they feed upon the manna
which he gives them when they pray. Blest inhabitants of Zion,
washed in the Redeemer's blood!
Jesus, whom their souls rely on,
makes them kings and priests to God.
'Tis his love his people raises
over self to reign as kings:
and as priests, his solemn praises
each for a thank-offering brings."
862,523,,
863,524," I love thy kingdom, Lord"," I love thy kingdom, Lord,
the house of thine abode,
the Church our blest Redeemer saved
with his own precious blood. For her my tears shall fall;
for her my prayers ascend;
to her my cares and toils be given,
till toils and cares shall end. Beyond my highest joy
I prize her heavenly ways,
her sweet communion, solemn vows,
her hymns of love and praise. Jesus, thou friend divine,
our Savior and our King,
thy hand from every snare and foe
shall great deliverance bring. Sure as thy truth shall last,
to Zion shall be given
the brightest glories earth can yield,
and brighter bliss of heaven."
864,524,,
865,525, The Church's one foundation," The Church's one foundation
is Jesus Christ her Lord;
she is his new creation
by water and the word:
from heaven he came and sought her
to be his holy bride;
with his own blood he bought her,
and for her life he died. Elect from every nation,
yet one o'er all the earth,
her charter of salvation,
one Lord, one faith, one birth;
one holy Name she blesses,
partakes one holy food,
and to one hope she presses,
with every grace endued. Though with a scornful wonder
men see her sore oppressed,
by schisms rent asunder,
by heresies distressed;
yet saints their watch are keeping,
their cry goes up, ""How long?""
and soon the night of weeping
shall be the morn of song. Mid toil and tribulation,
and tumult of her war
she waits the consummation
of peace for evermore;
till with the vision glorious
her longing eyes are blessed,
and the great Church victorious
shall be the Church at rest. Yet she on earth hath union
with God, the Three in One,
and mystic sweet communion
with those whose rest is won.
O happy ones and holy!
Lord, give us grace that we
like them, the meek and lowly,
on high may dwell with thee."
866,525,,
867,526, Let saints on earth in concert sing," Let saints on earth in concert sing
with those who work is done;
for all the servants of our King
in heaven and earth are one. One family, we dwell in him,
one Church, above, beneath,
though now divided by the stream,
the narrow stream of death. One army of the living God,
to his command we bow;
part of the host have crossed the flood,
and part are crossing now. E'en now by faith we join our hands
with those that went before,
and greet the ever-living bands
on the eternal shore. Jesus, be thou our constant Guide;
then, when the word is given,
bid Jordan's narrow stream divide,
and bring us safe to heaven."
868,526,,
869,527, Singing songs of expectation," Singing songs of expectation,
onward goes the pilgrim band,
through the night of doubt and sorrow,
marching to the promised land.
Clear before us through the darkness
gleams and burns the guiding light:
trusting God we march together
stepping fearless through the night. One the light of God's own presence,
o'er his ransomed people shed,
chasing far the gloom and terror,
brightening all the path we tread:
one the object of our journey,
one the faith which never tires,
one the earnest looking forward,
one the hope our God inspires. One the strain the lips of thousands
lift as from the heart of one;
one the conflict, one the peril,
one the march in God begun:
one the gladness of rejoicing
on the far eternal shore,
where the one almighty Father
reigns in love for evermore."
870,527,,
871,528," Lord, you give the great commission"," Lord, you give the great commission:
""Heal the sick and preach the word.""
Lest the Church neglect its mission
and the Gospel go unheard,
help us witness to your purpose
with renewed integrity;
with the Spirit's gifts empower us
for the work of ministry. Lord, you call us to your service:
""In my name baptize and teach.""
That the world may trust your promise,
life abundant meant for each,
give us all new fervor, draw us
closer in community;
with the Spirit's gifts empower us
for the work of ministry. Lord, you make the common holy:
""This my body, this my blood.""
Let your priests, for earth's true glory,
daily lift life heavenward,
asking that world around us
share your children's liberty;
with the Spirit's gifts empower us
for the work of ministry. Lord, you show us love's true measure:
""Father, what they do, forgive.""
Yet we hoard as private treasure
all that you so freely give.
May your care and mercy lead us
to a just society;
with the Spirit's gifts empower us
for the work of ministry. Lord, you bless with words assuring:
""I am with you to the end.""
Faith and hope and love restoring,
may we serve as you intend,
and, amid the cares that claim us,
hold in mind eternity;
with the Spirit's gifts empower us
for the work of ministry."
872,528,,
873,529, In Christ there is no East or West," In Christ there is no East or West,
in him no South or North,
but one great fellowship of love
throughout the whole wide earth. Join hands, disciples of the faith,
whate'er your race may be!
Who serves my Father as his child
is surely kin to me. In Christ now meet both East and West,
in him meet South and North,
all Christly souls are one in him,
throughout the whole wide earth."
874,529,,
875,530," Spread, O spread, thou mighty word",
876,531, O Spirit of the living God," O Spirit of the living God,
in all thy plenitude of grace,
where'er the foot of man hath trod,
descend on our apostate race. Give tongues of fire and hearts of love,
to preach the reconciling word;
give power and unction from above,
whene'er the joyful sound is heard. Be darkness, at thy coming, light;
confusion, order in thy path;
souls without strength inspire with might,
bid mercy triumph over wrath. Convert the nations! far and nigh
the triumph of the cross record;
the Name of Jesus glorify,
till every people call him Lord."
877,531,,
878,532," How wondrous and great thy works, God of praise!"," How wondrous and great thy works, God of praise!
How just, King of saints, and true are thy ways!
O who shall not fear thee, and honor thy Name?
Thou only art holy, thou only supreme. To nations of earth thy light shall be shown;
their worship and vows shall come to thy throne:
thy truth and thy judgments shall spread all abroad,
till earth's every people confess thee their God."
879,532,,
880,533," How wondrous and great thy works, God of praise!"," How wondrous and great thy works, God of praise!
How just, King of saints, and true are thy ways!
O who shall not fear thee, and honor thy Name?
Thou only art holy, thou only supreme. To nations of earth thy light shall be shown;
their worship and vows shall come to thy throne:
thy truth and thy judgments shall spread all abroad,
till earth's every people confess thee their God."
881,533,,
882,534, God is working his purpose out," God is working his purpose out
as year succeeds to year:
God is working his purpose out,
and the time is drawing near;
nearer and nearer draws the time,
the time that shall surely be,
when the earth shall be filled
with the glory of God
as the waters cover the sea. From utmost east to utmost west,
wherever foot hath trod,
by the mouth of many messengers
goes forth the voice of God;
give ear to me, ye continents,
ye isles, give ear to me,
that the earth may filled
with the glory of God
as the waters cover the sea. March we forth in the strength of God,
with the banner of Christ unfurled,
that the light of the glorious gospel of truth
may shine throughout the world:
fight we the fight with sorrow and sin
to set their captives free,
that the earth may filled
with the glory of God
as the waters cover the sea. All we can do is nothing worth
unless God blesses the deed;
vainly we hope for the harvest-tide
till God gives life to the seed;
yet nearer and nearer draws the time,
the time that shall surely be,
when the earth shall be filled
with the glory of God
as the waters cover the sea."
883,534,,
884,535," Ye servants of God, your Master proclaim"," Ye servants of God, your Master proclaim,
and publish abroad his wonderful Name;
the Name all-victorious of Jesus extol:
his kingdom is glorious; he rules over all. God ruleth on high, almighty to save;
and still he is nigh: his presence we have.
The great congregation his triumph shall sing,
ascribing salvation to Jesus our King. Salvation to God who sits on the throne!
Let all cry aloud, and honor the Son.
The praises of Jesus the angels proclaim,
fall down on their faces, and worship the Lamb. Then let us adore,and give him his right:
All glory and power, all wisdom and might,
and honor and blessing, with angels above,
and thanks never-ceasing and infinite love."
885,535,,
886,536," Open your ears, O faithful people",
887,537, Christ for the world we sing," Christ for the world we sing!
The world to Christ we bring
with loving zeal;
the poor and them that mourn,
the faint and overborne,
sin-sick and sorrow-worn,
whom Christ doth heal. Christ for the world we sing!
The world to Christ we bring
with fervent prayer;
the wayward and the lost,
by restless passions tossed,
redeemed at countless cost,
from dark despair. Christ for the world we sing!
The world to Christ we bring
with one accord;
with us the work to share,
with us reproach to dare,
with us the cross to bear,
for Christ our Lord. Christ for the world we sing!
The world to Christ we bring
with joyful song;
the newborn souls, whose days,
reclaimed from error's ways,
inspired with hope and praise,
to Christ belong."
888,537,,
889,538," God of mercy, God of grace"," God of mercy, God of grace,
show the brightness of thy face.
Shine upon us, Savior, shine,
fill thy Church with light divine,
and thy saving health extend
unto earth's remotest end. Let thy people praise thee, Lord;
be by all that live adored.
Let the nations shout and sing
glory to their Savior King;
let all be, below, above,
one in joy, and light, and love."
890,538,,
891,539," O Zion, haste, thy mission high fulfilling"," O Zion, haste, thy mission high fulfilling,
to tell to all the world that God is Light;
that he who made all nations is not willing
one soul should fail to know his love and might.efrain:
Publish glad tidings: tidings of peace,
tidings of Jesus, redemption and release. Proclaim to every people, tongue, and nation
that God, in whom they live and move, is Love;
tell how he stooped to save his lost creation,
and died on earth that all might live above. [Refrain] Send heralds forth to bear the message glorious;
give of thy wealth to speed them on their way;
pour out thy soul for them in prayer victorious
till God shall bring his kingdom's joyful day. [Refrain] He comes again! O Zion, ere thou meet him,
make known to every heart his saving grace;
let none whom he hath ransomed fail to greet him,
through thy neglect, unfit to see his face. [Refrain]"
