,Hymn Number,Hymn Title,Hymn Text
612,613,"613. O Lord, Our Lord (How Majestic Is Your Name)",
613,614,"614. Great Are You, Lord (Great Is the Lord)",
614,615,615. Praise to the Lord (하나님을 찬양하세),
615,616,616. Our God Is an Awesome God (Awesome God),
616,617,"617. Blest Be God, Praised Forever (Rab ki hove sanaa hameshaa)",
617,618," O Love, How Deep, How Broad, How High"," O love, how deep, how broad, how high,
beyond all thought and fantasy,
that God, the Son of God, should take
our mortal form for mortals' sake. For us baptized, for us he bore
his holy fast and hungered sore;
for us temptations sharp he knew,
for us, the tempter overthrew. For us by wickedness betrayed,
for us, in crown of thorns arrayed,
he bore the shameful cross and death;
for us gave up his dying breath. For us he rose from death again;
for us he went on high to reign;
for us he sent the Spirit here
to guide, to strengthen, and to cheer. All glory to our Lord and God,
for love so deep, so high, so broad:
the Trinity whom we adore
forever and forevermore."
618,619,"619. Praise, My Soul, the God of Heaven (Psalm 103)",
619,620," Praise, My Soul, the King of Heaven (Psalm 103)"," Praise, my soul, the King of heaven;
to his feet your tribute bring;
ransomed, healed, restored, forgiven,
evermore his praises sing:
Alleluia! Alleluia!
Praise the everlasting King. Praise him for his grace and favor
to his people in distress;
praise him still the same as ever,
slow to chide, and swift to bless:
Alleluia! Alleluia!
Glorious in his faithfulness. Fatherlike, he tends and spares us;
well our feeble frame he knows;
in his hands he gently bears us,
rescues us from all our foes.
Alleluia! Alleluia!
Widely yet his mercy flows. Angels, help us to adore him;
you behold him face to face.
Sun and moon, bow down before him,
dwellers all in time and space:
Alleluia! Alleluia!
Praise with us the God of grace."
620,621,621. I Will Call upon the Lord,
621,622," I Will Exalt My God, My King (Te exaltaré, mi Dios, me Rey) (Psalm 145)","NGLISH:
I will exalt my God, my King;
I will praise your name forever.
I will exalt your name forever.
Every day I’ll praise your holy name.efrain:
I will praise your name forever;
I will exalt your name forever.
Lord our God, you are great
and worthy of the highest praise and honor,
for your greatness is far beyond us;
every day I’ll praise your holy name.ach generation to the next
will proclaim your works of splendor,
and celebrate your mighty deeds.
Every day I’ll praise your holy name. [Refrain]PANISH:
Te exaltaré, mi Dios, mi Rey,
y bendeciré tu nombre.
Eternamente y para siempre,
cada día te bendeciré.stribillo:
Y alabaré tu nombre
eternamente y para siempre.
Grande es Jehová y digno
de suprema alabanza;
y su grandeza es inescrutable;
cada día te bendeciré.eneración a generación
celebrará tus obras
y anunciará tus poderosos hechos;
cada día te bendeciré. [Estribillo]"
622,623, I've Got Peace like a River," I’ve got peace like a river;
I’ve got peace like a river;
I’ve got peace like a river, in my soul.’ve got peace like a river;
I’ve got peace like a river;
I’ve got peace like a river, in my soul. I’ve got joy like a fountain;
I’ve got joy like a fountain;
I’ve got joy like a fountain, in my soul.’ve got joy like a fountain;
I’ve got joy like a fountain;
I’ve got joy like a fountain, in my soul. I’ve got love like an ocean;
I’ve got love like an ocean;
I’ve got love like an ocean, in my soul.’ve got love like an ocean;
I’ve got love like an ocean;
I’ve got love like an ocean, in my soul."
623,624," I Greet Thee, Who My Sure Redeemer Art"," I greet thee, who my sure Redeemer art,
my only trust and Savior of my heart,
who pain didst undergo for my poor sake;
I pray thee from our hearts all cares to take. Thou art the King of mercy and of grace,
reigning omnipotent in every place:
so come, O King, and our whole being sway;
shine on us with the light of thy pure day. Thou art the life, by which alone we live,
and all our substance and our strength receive;
sustain us by thy faith and by thy power,
and give us strength in every trying hour. Thou hast the true and perfect gentleness;
no harshness hast thou and no bitterness.
O grant to us the grace we find in thee,
that we may dwell in perfect unity. Our hope is in no other save in thee;
our faith is built upon thy promise free;
Lord, give us peace, and make us calm and sure,
that in thy strength we evermore endure."
624,625, O Lord My God (How Great Thou Art),
625,626,626. As the Deer,
626,627,"627. I Love You, Lord",
627,628,"628. Praise, I Will Praise You Lord (Je louerai l'Éternel)",
628,629," Jesus, the Very Thought of Thee"," Jesus, the very thought of thee
with sweetness fills my breast.
But sweeter far thy face to see,
and in thy presence rest. Nor voice can sing, nor heart can frame,
nor can the mind recall
a sweeter sound than thy blest name,
O Savior of us all. O hope of every contrite heart,
O joy of all the meek,
to those who fall, how kind thou art!
How good to those who seek! But what to those who find? Ah, this
nor tongue nor pen can show.
The love of Jesus, what it is
none but his loved ones know. Jesus, our only joy be thou,
as thou our prize wilt be.
Jesus, be thou our glory now,
and through eternity."
629,630, Fairest Lord Jesus," Fairest Lord Jesus,
Ruler of all nature,
O thou of God to earth come down,
thee will I cherish,
thee will I honor,
thou, my soul's glory, joy, and crown. Fair are the meadows,
fairer still the woodlands,
robed in the blooming garb of spring.
Jesus is fairer;
Jesus is purer,
who makes the woeful heart to sing. Fair is the sunshine,
fairer still the moonlight,
and all the twinkling, starry host.
Jesus shines brighter;
Jesus shines purer,
than all the angels heaven can boast. Beautiful Savior,
Ruler of the nations,
Son of God and Son of Man!
Glory and honor,
praise, adoration,
now and forevermore be thine!"
630,631,631. In the Presence of Your People (Psalm 22),
631,632,632. People of the Lord (Psalm 78),
632,633,633. Praise Ye the Lord (Psalm 150),
633,634, To God Be the Glory," To God be the glory; great things he has done!
So loved he the world that he gave us his Son,
who yielded his life an atonement for sin,
and opened the life-gate that all may go in.efrain:
Praise the Lord, praise the Lord; let the earth hear his voice!
Praise the Lord, praise the Lord; let the people rejoice!
O come to the Father through Jesus the Son,
and give him the glory: great things he has done! Great things he has taught us; great things he has done,
and great our rejoicing through Jesus the Son;
but purer and higher and greater will be
our wonder, our transport, when Jesus we see. [Refrain]"
634,635,"635. Sing, Praise, and Bless the Lord (Laudate Dominum)",
635,636, Let All the World in Every Corner Sing,"et all the world in every corner sing,
my God and King! The heavens are not too high,
God's praise may thither fly;
the earth is not too low,
God's praises there may grow.
Let all the world in every corner sing,
my God and King! The church with psalms must shout:
no door can keep them out.
But, more than all, the heart
must bear the longest part.
Let all the world in every corner sing,
my God and King!"
636,637,637. O Sing to the Lord (Cantai ao Senhor),
637,638, O Come and Sing unto the Lord (Psalm 95)," O come and sing unto the Lord;
to God our voices raise;
let us in our most joyful songs
the Lord, our Savior, praise. Before God's presence let us come
with praise and thankful voice;
let us sing psalms to God with grace;
with grateful hearts, rejoice. The Lord our God is King of kings,
above all gods enthroned;
the depths of earth and mountains high
by God alone are owned. To God the spacious sea belongs;
God made its waves and tides,
and by God's hand the rising land
was formed, and still abides. O come, and bowing down to God
our worship let us bring;
yea, let us kneel before the Lord,
our Maker and our King."
638,639,639. O Sing a New Song (Psalm 96),
639,640,640. Open Your Mouth and Praise the Lord!,
640,641, When in Our Music God Is Glorified," When in our music God is glorified,
and adoration leaves no room for pride,
it is as though the whole creation cried:
Alleluia! How often, making music, we have found
a new dimension in the world of sound,
as worship moved us to a more profound
Alleluia! So has the church, in liturgy and song,
in faith and love, through centuries of wrong,
borne witness to the truth in every tongue:
Alleluia! And did not Jesus sing a psalm that night
when utmost evil strove against the light?
Then let us sing, for whom he won the fight:
Alleluia! Let every instrument be tuned for praise!
Let all rejoice who have a voice to raise!
And may God give us faith to sing always:
Alleluia!"
641,642,"642. Heleluyan, We Are Singing",
642,643, Now Thank We All Our God," Now thank we all our God
with heart and hands and voices,
who wondrous things hath done,
in whom this world rejoices;
who, from our mothers' arms,
hath blessed us on our way
with countless gifts of love,
and still is ours today. O may this bounteous God
through all our life be near us,
with ever joyful hearts
and blessed peace to cheer us;
and keep us in God's grace,
and guide us when perplexed,
and free us from all ills
in this world and the next. All praise and thanks to God,
who reigns in highest heaven,
to Father and to Son
and Spirit now be given:
the one eternal God,
whom heaven and earth adore,
the God who was, and is,
and shall be evermore."
643,644,"644. Give Thanks, O Christian People",
644,645, Sing Praise to God Who Reigns Above," Sing praise to God who reigns above,
the God of all creation,
the God of power, the God of love,
the God of our salvation.
With healing balm my soul is filled,
and every faithless murmur stilled:
to God all praise and glory! What God’s almighty power has made
God's gracious mercy keepeth;
by morning glow or evening shade
God's watchful eye ne'er sleepeth.
Within the kingdom of God's might,
lo! all is just and all is right:
to God all praise and glory! The Lord is never far away,
but, through all grief distressing,
an ever-present help and stay,
our peace and joy and blessing,
as with a mother's tender hand
God gently leads the chosen band:
to God all praise and glory! Thus all my toilsome way along
I sing aloud thy praises,
that all may hear the grateful song
my voice unwearied raises.
Be joyful in the Lord, my heart;
both soul and body, take your part:
to God all praise and glory!"
645,646,"646. Sing Out, My Soul (Magnificat)",
646,647,647. Give Thanks,
647,648,648. Thankful Hearts and Voices Raise,
648,649,"649. Amazing Grace, How Sweet the Sound",
649,650, O Beauty Ever Ancient," O beauty ever ancient,
O beauty ever new,
divine and Holy Presence,
my being sings to you,efrain:
in gratitude, in worship
my being sings to you! O beauty in creation,
in world of sound and sight,
O beauty in the silence,
in darkness as in light, [Refrain] O beauty that is movement
in liquid line of grace,
O beauty that is stillness
in lovely form or face, [Refrain] O beauty of the Spirit
where love is shining through,
O beauty ever ancient,
O beauty ever new, [Refrain]"
650,651,651. I Waited Patiently for God (Psalm 40),
651,652,652. A Grateful Heart (Psalm 111),
652,653,653. Give Thanks to God Who Hears Our Cries (Psalm 107),
653,654,654. In the Lord I'll Be Ever Thankful,
654,655, What Shall I Render to the Lord (Psalm 116)," What shall I render to the Lord;
what shall my offering be,
for all the gracious benefits
God hath bestowed on me? Salvation's cup my soul shall take
while to the Lord I pray,
and with God's people I will meet,
my thankful vows to pay. Not lightly dost thou, Lord, permit
thy chosen saints to die;
from death thou hast delivered me;
thy servant, Lord, am I. Within God's house, the house of prayer,
my soul shall bless the Lord,
and praises to God's holy name
let all the saints accord."
655,656,656. We've Come This Far by Faith,
656,657,"657. Sing to God, with Joy and Gladness (Psalm 147)",
657,658, God Is So Good," God is so good;
God is so good;
God is so good;
God’s so good to me. God cares for me;
God cares for me;
God cares for me;
God’s so good to me. God loves me so;
God loves me so;
God loves me so;
God’s so good to me. God is so good;
God is so good;
God is so good;
God’s so good to me."
658,659, Know That God Is Good (Mungu ni mwema),"NGLISH:
1 Know that God is good.
Know that God is good.
Know that God is good;
God is good;
God is good. Halle, hallelujah.
Halle, hallelujah.
Halle, hallelujah,
hallelujah,
hallelujah.HONA:
Mungu ni mwema.
Mungu ni mwema.
Mungu ni mwema,
ni mwema,
ni mwema."
659,660,"660. Lord, We Thank You for This Food",
660,661, Why Should I Feel Discouraged? (His Eye Is on the Sparrow)," Why should I feel discouraged?
Why should the shadows come?
Why should my heart be lonely
and long for heaven and home,
when Jesus is my portion?
My constant friend is he:
his eye is on the sparrow,
and I know he watches me;
his eye is on the sparrow,
and I know he watches me.efrain:
I sing because I’m happy,
I sing because I’m free,
for his eye is on the sparrow,
and I know he watches me. “Let not your heart be troubled,”
his tender word I hear,
and resting on his goodness,
I lose my doubts and fears;
though by the path he leadeth
but one step I may see:
his eye is on the sparrow,
and I know he watches me;
his eye is on the sparrow,
and I know he watches me. [Refrain] Whenever I am tempted,
whenever clouds arise,
when song gives place to sighing,
when hope within me dies,
I draw the closer to him,
from care he sets me free:
his eye is on the sparrow,
and I know he watches me;
his eye is on the sparrow,
and I know he watches me. [Refrain]"
661,662," Christ, Whose Glory Fills the Skies"," Christ, whose glory fills the skies;
Christ, the true, the only light;
Sun of Righteousness, arise;
triumph o'er the shades of night;
Dayspring from on high, be near;
Daystar, in my heart appear. Dark and cheerless is the morn
unaccompanied by thee;
joyless is the day's return
till thy mercy's beams I see;
till they inward light impart,
cheer my eyes and warm my heart. Visit then this soul of mine;
pierce the gloom of sin and grief;
fill me, radiancy divine;
scatter all my unbelief;
more and more thyself display,
shining to the perfect day."
662,663," Awake, My Soul, and with the Sun"," Awake, my soul, and with the sun
your daily stage of duty run;
shake off dull sloth, and joyful rise
to pay your morning sacrifice. Lord, I my vows to you renew.
Disperse my sins as morning dew;
guard my first springs of thought and will,
and with yourself my spirit fill. Direct, control, suggest, this day,
all I design or do or say,
that all my powers, with all their might,
in your sole glory may unite."
663,664,664. Morning Has Broken,
664,665,665. As Morning Dawns (Psalm 5),
665,666, O Splendor of God's Glory Bright," O Splendor of God’s glory bright,
from light eternal bringing light;
O Light of Light, light’s living spring,
true Day, all days illumining: Come, Holy Sun of heavenly love,
rain down your radiance from above,
and to our inward hearts convey
the Holy Spirit’s cloudless ray. O joyful be the passing day
with thoughts as clear as morning’s ray,
with faith like noontide shining bright,
our souls unshadowed by the night. O Lord, with each returning morn,
your image to our heart is born;
O may we ever clearly view
our Savior and our God in you."
666,667, When Morning Gilds the Skies," When morning gilds the skies,
my heart awaking cries:
may Jesus Christ be praised!
Alike at work and prayer
to Jesus I repair:
may Jesus Christ be praised! Does sadness fill my mind?
A solace here I find:
may Jesus Christ be praised!
Or fades my earthly bliss?
My comfort still is this:
may Jesus Christ be praised! Let earth's wide circle round
in joyful notes resound:
may Jesus Christ be praised!
Let air and sea and sky
from depth to height reply:
may Jesus Christ be praised! Be this, while life is mine,
my canticle divine:
may Jesus Christ be praised!
Be this the eternal song
through all the ages long:
may Jesus Christ be praised!"
667,668,668. Golden Breaks the Dawn,
668,669,669. Let's Sing unto the Lord (Cantemos al Señor),
669,670, From the Rising of the Sun (Psalm 113),"rom the rising of the sun
to the going down of the same,
the name of the Lord shall be praised.
From the rising of the sun
to the going down of the same,
the name of the Lord shall be praised.
So praise ye the Lord.
Praise ye the Lord.
From the rising of the sun
to the going down of the same,
the name of the Lord shall be praised."
670,671,"671. O Radiant Light, O Sun Divine",
671,672, O Gladsome Light," O gladsome light, O grace
of our Creator's face,
the eternal splendor wearing:
celestial, holy, blest,
our Savior Jesus Christ,
joyful in your appearing. As fades the day's last light,
we see the lamps of night
our common hymn outpouring,
O God of might unknown,
you, the incarnate Son,
and Spirit blest adoring. To you of right belongs
all praise of holy songs,
O Son of God, Life-giver;
you, therefore, O Most High,
the world does glorify
and shall exalt forever."
672,673,"673. Jesus, Light of Joy",
673,674,"674. I Call, O Lord, on You (Psalm 141)",
674,675," All Praise to Thee, My God, This Night"," All praise to thee, my God, this night,
for all the blessings of the light!
Keep me, O keep me safe from harm
within the shelter of thine arm! Forgive me, Lord, through Christ, I pray,
the wrong that I have done this day,
that I, before I sleep, may be
at peace with neighbor, self, and thee. O may my soul on thee repose,
and with sweet sleep mine eyelids close.
Refresh my strength, for thine own sake,
to serve thee well when I awake. Praise God, from whom all blessings flow;
praise God, all creatures here below;
praise God above, ye heavenly host;
praise Father, Son, and Holy Ghost."
675,676,676. Day is Done,
676,677," The Day Thou Gavest, Lord, Is Ended"," The day thou gavest, Lord, is ended;
the darkness falls at thy behest.
To thee our morning hymns ascended;
thy praise shall hallow now our rest. We thank thee that thy church unsleeping,
while earth rolls onward into light,
through all the world a watch is keeping
and rests not now by day or night. As o’er each continent and island
the dawn leads on another day,
the voice of prayer is never silent,
nor dies the song of praise away. The sun that bids us rest is waking
thy children ‘neath the western sky,
and hour by hour fresh lips are making
thy wondrous doings heard on high. So be it, Lord; thy throne shall never,
like earth's proud empires, pass away;
thy kingdom stands, and grows forever
until there dawns thy glorious day."
677,678,678. Our Darkness Is Never Darkness in Your Sight (La ténèbre n'est point ténèbre devant toi),
678,679, Let the Whole Creation Cry (Psalm 148)," Let the whole creation cry,
""Glory to the Lord on high.""
Heaven and earth, awake and sing,
""Praise to our almighty King.""
Praise God, angel hosts above,
ever bright and fair in love;
sun and moon, uplift your voice;
night and stars, in God rejoice! Men and women, young and old,
raise the anthem loud and bold;
join with children's songs of praise;
worship God through length of days.
From the north to southern pole
let the mighty chorus roll:
""Holy, holy, holy One,
glory be to God alone!"""
679,680,680. Soft Rains of Spring Flow,
680,681, This Is the Day the Lord Hath Made (Psalm 118)," This is the day the Lord hath made;
the hours are all God's own.
Let heaven rejoice; let earth be glad,
and praise surround the throne. Hosanna to the anointed King,
to David's holy Son!
Help us, O Lord; descend and bring
salvation from the throne. Blest be the Lord, who comes in power
with messages of grace,
who comes in this accepted hour
to save our sinful race. Hosanna in the highest strains
the church on earth can raise!
The highest heavens in which God reigns
shall now resound with praise."
681,682, It Is Good to Sing Your Praises (Psalm 92)," It is good to sing your praises
and to thank you, O Most High,
showing forth your loving kindness
when the morning lights the sky.
It is good when night is falling
of your faithfulness to tell,
while with sweet, melodious praises
songs of adoration swell. You have filled my heart with gladness
through the works your hands have wrought;
you have made my life victorious;
great your works and deep your thought.
You, O Lord, on high exalted,
reign forevermore in might;
all your enemies shall perish,
sin be banished from your sight. But the good shall live before you,
planted in your dwelling place,
fruited trees and ever verdant,
nourished by your boundless grace.
In his goodness to the righteous
God his righteousness displays;
God, my rock, my strength and refuge,
just and true are all your ways."
682,683,683. Lord of All Hopefulness,
683,684, Faith Begins by Letting Go,"o view this media, please accept the license agreement:n order to use resources from the Hope Publishing Company, you must reside in the United States or Canada. Hope Publishing Company owns or administers the contents in these territories.
You may download one copy of this selection for your own personal use. To make any further copies or to perform the work you must get permission from Hope Publishing Company or belong to and report the copying activity to CCLI, LicenSing or OneLicense.net. By selecting ""I Agree"" you are verifying that you reside in the U.S. or Canada and will only legally use this selection."
684,685,"685. Unseen God, Your Hand Has Guided",
685,686,686. God of Our Life,
686,687," Our God, Our Help in Ages Past (Psalm 90)"," Our God, our help in ages past,
our hope for years to come,
our shelter from the stormy blast,
and our eternal home: Beneath the shadow of thy throne
thy saints have dwelt secure;
sufficient is thine arm alone,
and our defense is sure. Before the hills in order stood,
or earth received its frame,
from everlasting thou art God,
to endless years the same. A thousand ages in thy sight
are like an evening gone,
short as the watch that ends the night
before the rising sun. Time, like an ever rolling stream,
bears all our years away;
they fly forgotten, as a dream
dies at the opening day. Our God, our help in ages past,
our hope for years to come,
be thou our guard while life shall last,
and our eternal home."
687,688," Spirit of God, Descend upon My Heart"," Spirit of God, descend upon my heart;
wean it from earth; through all its pulses move;
stoop to my weakness, mighty as thou art,
and make me love thee as I ought to love. I ask no dream, no prophet ecstasies,
no sudden rending of the veil of clay,
no angel visitant, no opening skies;
but take the dimness of my soul away. Hast thou not bid us love thee, God and King;
all, all thine own, soul, heart, and strength, and mind?
I see thy cross; there teach my heart to cling.
O let me seek thee, and O let me find! Teach me to feel that thou art always nigh.
Teach me the struggles of the soul to bear,
to check the rising doubt, the rebel sigh.
Teach me the patience of unanswered prayer. Teach me to love thee as thine angels love,
one holy passion filling all my frame;
the baptism of the heaven-descended Dove,
my heart an altar, and thy love the flame."
688,689,689. When the Morning Stars Together,
689,690, God's Glory Fills the Heavens (Psalm 19),
690,691," Lord, When I Came into This Life"," Lord, when I came into this life
you called me by my name;
today I come, commit myself,
responding to your claim. Within the circle of the faith,
as member of your cast,
I take my place with all the saints
of future, present, past. In all the tensions of my life,
between my faith and doubt,
let your great Spirit give me hope,
sustain me, lead me out. So help me in my unbelief
and let my life be true:
feet firmly planted on the earth,
my sights set high on you."
691,692,"692. Spirit, Open My Heart",
692,693, Though I May Speak (The Gift of Love)," Though I may speak with bravest fire,
and have the gift to all inspire,
and have not love, my words are vain,
as sounding brass, and hopeless gain. Though I may give all I possess,
and striving so my love profess,
but not be given by love within,
the profit soon turns strangely thin. Come, Spirit, come, our hearts control;
our spirits long to be made whole.
Let inward love guide every deed;
by this we worship, and are freed."
693,694,694. Great God of Every Blessing,
694,695,"695. Change My Heart, O God (Cámbiame, Señor) (항 상 진 실 케)",
695,696,"696. O God, You Are My God Alone (Psalm 63)",
696,697, Take My Life," Take my life and let it be
consecrated, Lord, to thee;
take my moments and my days;
let them flow in ceaseless praise;
let them flow in ceaseless praise. Take my hands and let them move
at the impulse of thy love;
take my feet and let them be
swift and beautiful for thee,
swift and beautiful for thee. Take my voice and let me sing
always, only, for my King;
take my lips and let them be
filled with messages from thee,
filled with messages from thee. Take my silver and my gold;
not a mite would I withhold;
take my intellect and use
every power as thou shalt choose,
every power as thou shalt choose. Take my will and make it thine;
it shall be no longer mine.
Take my heart, it is thine own;
it shall be thy royal throne,
it shall be thy royal throne. Take my love; my Lord, I pour
at thy feet its treasure store;
take myself and I will be
ever, only, all for thee,
ever, only, all for thee."
697,698,"698. Take, O Take Me as I Am",
698,699,699. Fill My Cup,
699,700, I'm Gonna Live So God Can Use Me," I'm gonna live so God can use me anywhere, Lord, anytime!
I'm gonna live so God can use me anywhere, Lord, anytime! I'm gonna work so God can use me anywhere, Lord, anytime!
I'm gonna work so God can use me anywhere, Lord, anytime! I'm gonna pray so God can use me anywhere, Lord, anytime!
I'm gonna pray so God can use me anywhere, Lord, anytime! I'm gonna sing so God can use me anywhere, Lord, anytime!
I'm gonna sing so God can use me anywhere, Lord, anytime!"
700,701,"701. Lord, Prepare Me (Sanctuary)",
701,702,702. Christ Be Beside Me,
702,703," Jesus, Thy Boundless Love to Me"," Jesus, thy boundless love to me
no thought can reach, no tongue declare;
O knit my thankful heart to thee,
and reign without a rival there!
Thine wholly, thine alone, I’d live;
myself to thee entirely give. O grant that nothing in my soul
may dwell, but thy pure love alone;
O may thy love possess me whole,
my joy, my treasure, and my crown!
All coldness from my heart remove;
may every act, word, thought be love. O Love, how gracious is thy way!
All fear before thy presence flies;
care, anguish, sorrow melt away
where’er thy healing beams arise.
O Jesus, nothing may I see,
nothing desire, or seek, but thee."
703,704,704. To My Precious Lord (내게있는향유옥합),
704,705,705. You Are Holy (Prince of Peace),
705,706, Commit Your Way to God the Lord (Psalm 37)," Commit your way to God the Lord:
your cause will shine as bright as fire;
delight to do God’s holy word
and you shall find what you desire. Be still before the Lord and wait,
and do not fret when wrong succeeds;
refrain from anger, turn from hate,
for God will punish evil deeds. Salvation comes from God alone:
the faithful know their help is sure;
to heaven, all our needs are known,
and in God’s strength we are secure. Commit your way to God the Lord;
to peace and truth and grace aspire;
then mercy shall be your reward;
God's promises, your heart's desire."
706,707," Take Thou Our Minds, Dear Lord"," Take thou our minds, dear Lord, we humbly pray;
give us the mind of Christ each passing day;
teach us to know the truth that sets us free;
grant us in all our thoughts to honor thee. Take thou our hearts, O Christ; they are thine own;
come thou within our souls and claim thy throne;
help us to shed abroad thy deathless love;
use us to make the earth like heaven above. Take thou our wills, Most High! Hold thou full sway;
have in our inmost souls thy perfect way;
guard thou each sacred hour from selfish ease;
guide thou our ordered lives as thou dost please. Take thou ourselves, O Lord, heart, mind, and will;
through our surrendered souls thy plans fulfill.
We yield ourselves to thee: time, talents, all;
we hear, and henceforth heed, thy sovereign call."
707,708, We Give Thee but Thine Own," We give thee but thine own,
whate'er the gift may be;
all that we have is thine alone,
a trust, O Lord, from thee. May we thy bounties thus
as stewards true receive,
and gladly, as thou blessest us,
to thee our firstfruits give. The captive to release,
to God the lost to bring,
to teach the way of life and peace:
it is a Christ-like thing. And we believe thy word,
though dim our faith may be;
whate'er we do for thine, O Lord,
we do it unto thee."
708,709,"709. God, We Honor You",
709,710,710. We Lift Our Voices (We Are an Offering),
710,711,711. Lord of All Good,
711,712, As Those of Old Their Firstfruits Brought," As those of old their firstfruits brought
of vineyard, flock, and field
to God, the giver of all good,
the source of bounteous yield,
so we today our firstfruits bring,
the wealth of this good land:
of farm and market, shop and home,
of mind and heart and hand. A world in need now summons us
to labor, love, and give,
to make our life an offering
that all may truly live.
The church of Christ is calling us
to make the dream come true:
a world redeemed by Christ-like love,
all life in Christ made new. In gratitude and humble trust
we bring our best today,
to serve your cause and share your love
with all along life’s way.
O God who gave yourself to us
in Jesus Christ your Son,
help us to give ourselves each day
until life's work is done."
712,713, Touch the Earth Lightly,
713,714, God of the Fertile Fields," God of the fertile fields,
shaper of earth that yields
our daily bread:
forth from your bounteous hand
come gifts your love has planned,
that all in every land
be clothed and fed. We would be stewards true,
holding in trust from you
all that you give;
help us in love to share,
teach us like you to care
for people everywhere,
that all may live. As grows the hidden seed
to fruit that serves our need,
so your reign grows.
Let all our toil be used,
no gift of yours abused,
no humble task refused
your love bestows. God of the countryside,
dear to the Christ who died
to make us one:
we pledge our lives anew
in faithful love to you.
Guide all we say and do.
Your will be done."
714,715,715. The Earth Belongs to God Alone,
715,716," God, Whose Giving Knows No Ending"," God, whose giving knows no ending,
from your rich and endless store,
nature's wonder, Jesus' wisdom,
costly cross, grave's shattered door:
gifted by you, we turn to you,
offering up ourselves in praise;
thankful song shall rise forever,
gracious donor of our days. Skills and time are ours for pressing
toward the goals of Christ, your Son:
all at peace in health and freedom,
races joined, the church made one.
Now direct our daily labor,
lest we strive for self alone.
Born with talents, make us servants
fit to answer at your throne. Treasure, too, you have entrusted,
gain through powers your grace conferred:
ours to use for home and kindred,
and to spread the gospel word.
Open wide our hands in sharing,
as we heed Christ's ageless call,
healing, teaching, and reclaiming,
serving you by loving all."
716,717, For the Life That You Have Given,"or the life that you have given,
for the love in Christ made known,
with these fruits of time and labor,
with these gifts that are your own:
here we offer, Lord, our praises;
heart and mind and strength we bring;
give us grace to love and serve you,
living what we pray and sing."
717,718," Take Up Your Cross, the Savior Said"," Take up your cross, the Savior said,
if you would my disciple be;
take up your cross with willing heart,
and humbly follow after me. Take up your cross; let not its weight
fill your weak spirit with alarm;
Christ's strength shall bear your spirit up
and brace your heart and nerve your arm. Take up your cross; heed not the shame,
and let your foolish pride be still;
the Lord for you accepted death
upon a cross, on Calvary's hill. Take up your cross, then, in Christ's strength,
and calmly every danger brave:
it guides you to abundant life
and leads to victory o'er the grave."
718,719," Come, Labor On"," Come, labor on.
Who dares stand idle on the harvest plain
while all around us waves the golden grain?
And to each servant does the Master say,
""Go work today."" Come, labor on.
Claim the high calling angels cannot share;
to young and old the gospel gladness bear.
Redeem the time; its hours too swiftly fly.
The night draws nigh. Come, labor on.
Cast off all gloomy doubt and faithless fear!
No arm so weak but may do service here.
Though feeble agents, may we all fulfill
God's righteous will. Come, labor on.
No time for rest, till glows the western sky,
till the long shadows o'er our pathway lie,
and a glad sound comes with the setting sun,
""Well done, well done!"""
719,720, Jesus Calls Us," Jesus calls us: o'er the tumult
of our life's wild, restless sea;
day by day his sweet voice soundeth
saying, ""Christian, follow me."" Jesus calls us from the worship
of the vain world's golden store,
from each idol that would keep us,
saying, ""Christian, love me more."" In our joys and in our sorrows,
days of toil and hours of ease,
still he calls, in cares and pleasures,
""Christian, love me more than these."" Jesus calls us: by thy mercies,
Savior, may we hear thy call,
give our hearts to thy obedience,
serve and love thee best of all."
720,721,"721. Lord, You Have Come to the Lakeshore (Tú has venido a la orilla)",
721,722," Lord, Speak to Me that I May Speak"," Lord, speak to me that I may speak
in living echoes of your tone.
As you have sought, so let me seek
your erring children, lost and lone. O lead me, Lord, that I may lead
the wandering and the wavering feet.
O feed me, Lord, that I may feed
your hungering ones with manna sweet. O teach me, Lord, that I may teach
the precious truths which you impart.
And wing my words that they may reach
the hidden depths of many a heart. O fill me with your fullness, Lord,
until my very heart o'erflow
in kindling thought and glowing word,
your love to tell, your praise to show. O use me, Lord, use even me,
just as you will, and when, and where
until your blessed face I see,
your rest, your joy, your glory share."
722,723,"723. Lord, Speak for Me, for I Am Yours (Psalm 26)",
723,724," O Jesus, I Have Promised"," O Jesus, I have promised
to serve thee to the end;
be thou forever near me,
my Master and my friend;
I shall not fear the battle
if thou art by my side,
nor wander from the pathway
if thou wilt be my guide. O let me feel thee near me!
The world is ever near:
I see the sights that dazzle;
the tempting sounds I hear.
My foes are ever near me,
around me and within;
but, Jesus, draw thou nearer
and shield my soul from sin. O let me hear thee speaking
in accents clear and still,
above the storms of passion,
the murmurs of self-will;
O speak to reassure me,
to hasten or control;
O speak, and make me listen,
thou guardian of my soul. O Jesus, thou hast promised
to all who follow thee
that where thou art in glory
there shall thy servant be.
And, Jesus, I have promised
to serve thee to the end;
O give me grace to follow,
my Master and my friend."
